Pango.lineage	APES	Collection.date	APESS	APESS.
715	B.1.1.91	0	2020-05-23	0	0.000684460738124483
716	B.1.1.92	0	2020-06-12	0	0.000684460738124483
717	B.1.1.93	0	2020-06-16	0	0.000684460738124483
718	B.1.1.95	0	2020-06-16	0	0.000684460738124483
719	B.1.1.97	0	2020-06-22	0	0.000535795388969766
720	B.1.1.98	0	2020-04-29	0	0.000684460738124483
722	B.1.103	0	2020-04-29	0	0.000684460738124483
723	B.1.104	0	2020-06-09	0	0.000663717659855884
724	B.1.105	0	2020-04-26	0	0.000684460738124483
725	B.1.106	-0.1187	2020-07-18	-1e-04	0.000994697623426825
726	B.1.108	0	2020-04-05	0	0.000684460738124483
727	B.1.110	0	2020-04-03	0	0.000684460738124483
728	B.1.110.1	0	2020-07-10	0	0.0011868592836782
729	B.1.110.2	0	2020-04-03	0	0.000963982403344093
730	B.1.110.3	-0.797	2020-12-24	-0.001	-0.000104319425908566
731	B.1.111	0	2020-12-28	0	0.000684460738124483
732	B.1.112	0	2020-07-06	0	0.000684460738124483
733	B.1.113	0	2020-06-08	0	0.000591284784478709
734	B.1.115	0	2020-07-25	0	0.000464765870255452
735	B.1.116	0	2020-06-06	0	0.000684460738124483
736	B.1.117	0	2020-04-13	0	0.000684460738124483
737	B.1.118	0	2020-03-30	0	0.000684460738124483
738	B.1.119	0	2020-12-15	0	0.000684460738124483
739	B.1.12	0	2020-04-26	0	0.000684460738124483
740	B.1.120	0	2020-04-21	0	0.000684460738124483
741	B.1.124	0	2020-05-06	0	0.000684460738124483
742	B.1.126	0	2021-02-09	0	0.000716497315447251
743	B.1.127	0.0672	2021-01-18	0.001	-0.0128154767352733
745	B.1.13	0	2020-04-09	0	0.000684460738124483
746	B.1.131	0	2020-10-24	0	0.000684460738124483
747	B.1.134	0	2020-06-09	0	0.000684460738124483
748	B.1.137	0	2020-04-24	0	0.000684460738124483
749	B.1.139	0	2020-07-02	0	0.000684460738124483
750	B.1.140	0	2020-07-13	0	0.000684460738124483
751	B.1.142	0	2020-05-25	0	0.000684460738124483
752	B.1.143	0	2020-06-15	0	0.000684460738124483
753	B.1.145	0	2020-06-05	0	0.000737808066911645
754	B.1.146	0	2021-01-15	0	0.000684460738124483
755	B.1.147	0	2020-06-01	0	0.000684460738124483
756	B.1.149	0	2020-10-07	0	0.000684460738124483
757	B.1.151	0	2020-04-03	0	0.000684460738124483
758	B.1.153	0	2020-05-02	0	0.000684460738124483
759	B.1.157	0	2020-03-31	0	0.000684460738124483
760	B.1.158	0	2020-05-09	0	0.000684460738124483
761	B.1.159	0	2020-06-12	0	0.000600180314577489
762	B.1.160	0.0672	2021-01-27	0.001	-0.0128154767352733
763	B.1.160.10	0.0672	2020-12-23	0.001	-0.0128154767352733
764	B.1.160.11	0.0672	2021-01-22	0.001	-0.0128154767352733
765	B.1.160.12	0.0672	2020-11-08	0.001	-0.0128154767352733
766	B.1.160.13	0.0672	2020-12-12	0.001	-0.0128154767352733
767	B.1.160.14	0.0672	2020-11-02	0.001	-0.0128154767352733
768	B.1.160.15	0.0672	2021-01-23	0.001	-0.0128154767352733
769	B.1.160.16	0.0672	2021-01-07	0.001	-0.0128154767352733
770	B.1.160.17	0.0672	2020-11-30	0.001	-0.0128154767352733
771	B.1.160.18	0.0672	2021-02-15	0.001	-0.0128154767352733
772	B.1.160.19	0.0672	2021-01-11	0.001	-0.0128154767352733
773	B.1.160.20	0.0672	2020-12-02	0.001	-0.0124634469030638
774	B.1.160.21	0.0672	2020-12-10	0.001	-0.0127793804239091
775	B.1.160.22	0.0672	2020-10-19	0.001	-0.0128154767352733
776	B.1.160.23	0.0672	2020-09-20	0.001	-0.0128154767352733
779	B.1.160.26	0.0672	2020-12-07	0.001	-0.0128154767352733
780	B.1.160.27	0.0672	2021-01-19	0.001	-0.013544960737841
781	B.1.160.28	0.0672	2020-10-23	0.001	-0.0128154767352733
782	B.1.160.29	0.0672	2020-11-09	0.001	-0.0128154767352733
783	B.1.160.30	0.0672	2021-03-18	0.001	-0.0128154767352733
784	B.1.160.31	0.0672	2021-02-13	0.001	-0.0128154767352733
785	B.1.160.32	0.0672	2020-10-15	0.001	-0.0127505449573675
786	B.1.160.33	0.0672	2020-11-12	0.001	-0.0127744851973277
787	B.1.160.7	0.0672	2020-11-06	0.001	-0.0127744851973277
788	B.1.160.8	0.0672	2021-02-08	0.001	-0.0128154767352733
789	B.1.160.9	0.0672	2020-12-19	0.001	-0.0128154767352733
790	B.1.161	0	2020-04-28	0	0.000684460738124483
791	B.1.162	0	2020-04-11	0	0.000684460738124483
792	B.1.163	0	2020-03-16	0	0.000684460738124483
793	B.1.164	0	2020-07-08	0	0.000684460738124483
794	B.1.165	0	2020-05-16	0	0.000684460738124483
795	B.1.166	0	2020-04-24	0	0.000684460738124483
797	B.1.168	0	2020-04-30	0	0.000684460738124483
798	B.1.169	0	2020-08-03	0	0.000684460738124483
799	B.1.170	0	2020-06-23	0	0.000684460738124483
800	B.1.173	0	2020-06-15	0	0.000684460738124483
801	B.1.177	0	2021-02-27	0	0.000643679502625297
802	B.1.177.10	0	2020-10-20	0	0.00058319131928061
803	B.1.177.11	0	2020-11-08	0	0.000347497706416444
804	B.1.177.12	0	2021-01-04	0	0.000607601860154947
805	B.1.177.14	0	2020-08-31	0	0.000607601860154947
806	B.1.177.15	0	2020-11-07	0	0.000607601860154947
807	B.1.177.16	0	2020-12-22	0	0.000528482426951013
808	B.1.177.17	0	2020-11-24	0	0.000512207431422369
809	B.1.177.18	0	2021-02-14	0	0.000619304485003419
810	B.1.177.19	0	2020-10-23	0	0.000619304485003419
811	B.1.177.2	0	2020-09-26	0	0.000607601860154947
812	B.1.177.20	0	2020-10-22	0	0.000677712936139169
813	B.1.177.21	0	2020-10-26	0	0.000607601860154947
814	B.1.177.23	0	2020-11-25	0	0.000539628886651264
815	B.1.177.24	0	2021-01-11	0	0.000607601860154947
816	B.1.177.25	0	2020-10-29	0	0.000607601860154947
817	B.1.177.26	0	2020-11-19	0	0.000645617458864428
818	B.1.177.27	0	2020-11-02	0	-6.81784318320647e-05
819	B.1.177.28	0	2021-01-07	0	0.000607601860154947
820	B.1.177.29	0	2020-09-07	0	0.000607601860154947
821	B.1.177.3	0	2020-09-24	0	0.000607601860154947
822	B.1.177.30	0	2020-12-24	0	0.0013125788679935
823	B.1.177.31	0	2021-01-18	0	0.000684460738124483
824	B.1.177.32	0	2020-12-25	0	0.000607601860154947
825	B.1.177.33	0	2020-10-09	0	-0.000989386476765868
826	B.1.177.34	0	2021-01-29	0	0.00105631404559845
827	B.1.177.35	0	2021-02-06	0	0.000607601860154947
828	B.1.177.36	0	2020-12-29	0	0.000607601860154947
829	B.1.177.37	0	2020-12-20	0	0.000607601860154947
831	B.1.177.39	0	2021-01-25	0	-0.00016985806861929
832	B.1.177.4	0	2020-10-12	0	0.000683653053279889
833	B.1.177.40	0	2020-12-02	0	0.000673186576929106
834	B.1.177.41	0	2020-12-28	0	0.000895109858666546
835	B.1.177.42	0	2021-01-11	0	0.000607601860154947
836	B.1.177.43	0	2021-02-18	0	0.000416813002689791
837	B.1.177.44	0	2021-02-06	0	0.00105872148422383
838	B.1.177.45	0	2020-11-03	0	0.000607601860154947
839	B.1.177.46	0	2021-04-19	0	0.00058319131928061
840	B.1.177.47	0	2020-12-24	0	0.000416813002689791
841	B.1.177.48	0	2020-11-14	0	0.000416813002689791
842	B.1.177.49	0	2021-02-08	0	0.000514425906509173
843	B.1.177.5	0	2020-11-09	0	0.000416813002689791
844	B.1.177.50	0	2020-11-07	0	0.000684460738124483
845	B.1.177.51	0	2020-12-06	0	0.000607601860154947
846	B.1.177.52	0	2020-11-23	0	-0.00427829778249898
848	B.1.177.54	0	2020-11-02	0	0.000607601860154947
849	B.1.177.55	0	2020-11-18	0	0.000607601860154947
850	B.1.177.56	0	2020-11-11	0	0.000607601860154947
851	B.1.177.57	0	2020-11-08	0	0.000530742982185411
852	B.1.177.58	0	2021-02-22	0	0.000416813002689791
853	B.1.177.59	0	2020-11-04	0	0.000499628988127188
854	B.1.177.6	0	2020-10-12	0	0.00029875378892127
855	B.1.177.60	-0.0478	2021-01-02	-1e-04	-0.000787675368459467
856	B.1.177.61	0	2021-02-17	0	0.000431426034054954
857	B.1.177.62	0	2021-03-25	0	0.000801635193286356
858	B.1.177.63	0	2020-12-16	0	0.000416813002689791
859	B.1.177.64	0	2021-01-04	0	0.000416813002689791
860	B.1.177.65	0	2020-12-20	0	0.000416813002689791
861	B.1.177.66	0	2020-11-04	0	0.000415006814132885
862	B.1.177.67	0	2021-02-02	0	0.0004027734593936
863	B.1.177.68	0	2021-02-03	0	-0.000192475848413887
864	B.1.177.69	0	2020-10-21	0	0.000652833263113772
865	B.1.177.7	0	2021-02-16	0	0.000416813002689791
866	B.1.177.70	0	2020-12-14	0	0.000582473362196071
867	B.1.177.71	0	2021-02-02	0	0.0011332779203767
868	B.1.177.72	0	2021-02-08	0	0.000607601860154947
869	B.1.177.73	0	2021-02-26	0	0.00051455452058104
870	B.1.177.74	0	2020-12-16	0	0.000607601860154947
872	B.1.177.76	0	2020-12-21	0	0.000607601860154947
873	B.1.177.77	0	2020-11-02	0	0.000607601860154947
874	B.1.177.78	0	2021-02-01	0	0.000172461396409707
875	B.1.177.8	0	2020-11-17	0	0.000416813002689791
877	B.1.177.81	0	2021-02-25	0	0.000607601860154947
878	B.1.177.82	0	2021-02-08	0	0.000598452529954067
879	B.1.177.83	-0.6783	2021-02-19	-0.0093	-0.0493994757608572
880	B.1.177.84	0	2020-10-27	0	-0.000358611710269341
881	B.1.177.85	0	2021-02-09	0	0.000607601860154947
882	B.1.177.86	0	2021-03-15	0	0.000416813002689791
883	B.1.177.87	0	2020-09-21	0	0.000598452529954067
884	B.1.177.88	-0.797	2021-01-15	-0.001	-0.000250711229337676
885	B.1.177.89	0	2020-12-28	0	0.000598452529954067
886	B.1.177.9	0	2020-11-12	0	0.00131310959788432
887	B.1.178	0	2020-05-22	0	0.000696694092863767
888	B.1.179	0	2020-06-01	0	0.000684460738124483
889	B.1.180	0	2020-05-18	0	0.000684460738124483
890	B.1.181	0	2020-07-11	0	0.00108275497845201
891	B.1.182	0	2020-05-26	0	0.000684460738124483
892	B.1.184	0	2020-06-18	0	0.0009957031798685
893	B.1.187	0	2020-03-28	0	0.000684460738124483
894	B.1.188	0	2020-07-22	0	0.000684460738124483
895	B.1.189	0	2020-05-20	0	0.000684460738124483
896	B.1.190	0	2020-04-03	0	0.000684460738124483
897	B.1.192	0	2020-05-19	0	0.000684460738124483
898	B.1.194	0	2020-06-30	0	0.000667319435262854
899	B.1.195	0	2020-04-28	0	0.000684460738124483
900	B.1.198	0	2020-04-09	0	0.000684460738124483
901	B.1.199	0	2020-06-21	0	0.000684460738124483
902	B.1.2	0	2020-07-27	0	0.000684460738124483
903	B.1.201	0	2020-05-10	0	0.000684460738124483
904	B.1.203	0	2021-01-27	0	0.00066638317134902
905	B.1.205	0	2020-07-03	0	0.000583762254899601
906	B.1.206	0	2020-07-10	0	0.000684460738124483
909	B.1.211	0	2020-04-07	0	0.000684460738124483
911	B.1.214	0	2020-05-22	0	0.000684460738124483
912	B.1.214.1	0	2021-02-25	0	7.81240152372403e-05
913	B.1.214.2	-0.7015	2021-03-08	-0.0065	-0.0112946182396277
914	B.1.214.3	-0.6405	2021-01-20	-0.0084	-0.00452419622960987
915	B.1.214.4	0	2021-02-22	0	0.000718358456906632
916	B.1.215	0	2020-05-01	0	0.000684460738124483
917	B.1.218	0	2021-02-25	0	0.000684460738124483
918	B.1.219	0	2020-06-26	0	0.00116136160596558
919	B.1.22.1	0	2021-01-18	0	0.000684460738124483
920	B.1.220	0	2020-03-26	0	0.000684460738124483
921	B.1.221	0	2021-02-06	0	0.000482340781362931
922	B.1.221.1	0	2021-03-03	0	0.000583106113253693
923	B.1.221.2	0	2021-01-13	0	0.000550313754866613
924	B.1.221.3	-0.0478	2021-01-25	-1e-04	0.000367977428569373
925	B.1.221.4	0	2020-11-28	0	0.000550313754866613
926	B.1.222	-0.7015	2020-05-01	-9e-04	-0.0118081760577849
927	B.1.223	0	2020-04-12	0	0.000684460738124483
928	B.1.224	0	2020-04-21	0	0.000550313754866613
929	B.1.225	0	2020-04-30	0	0.000684460738124483
930	B.1.227	0.0672	2020-06-01	0.001	-0.0127815790164912
931	B.1.229	0	2020-04-09	0	0.000684460738124483
932	B.1.23	0	2020-03-23	0	0.000392320007063212
933	B.1.231	0	2020-03-19	0	0.000684460738124483
934	B.1.232	-0.6783	2021-03-13	-0.0093	-0.0493134675526868
935	B.1.233	0	2020-06-29	0	0.000684460738124483
936	B.1.234	0	2021-01-23	0	0.000684460738124483
937	B.1.235	0	2020-10-20	0	0.000684460738124483
938	B.1.236	0	2020-10-01	0	0.000696694092863767
939	B.1.237	0	2020-09-24	0	0.000717253096511562
940	B.1.238	0	2020-07-23	0	0.000589066309391905
941	B.1.239	0	2021-01-16	0	0.00033240234827912
942	B.1.240	0	2020-07-13	0	0.000684460738124483
943	B.1.240.1	0	2021-02-08	0	0.000659332240165606
944	B.1.240.2	0	2020-11-02	0	0.000684460738124483
945	B.1.241	0	2021-03-15	0	7.81240152372403e-05
946	B.1.242	0	2020-06-30	0	0.000464765870255452
947	B.1.243	0	2021-01-11	0	0.000716745565305701
948	B.1.243.1	0	2021-01-27	0	0.000684460738124483
950	B.1.245	0	2020-07-13	0	0.000684460738124483
951	B.1.247	0	2020-07-09	0	0.000764370365611562
952	B.1.248	0	2020-04-20	0	0.000684460738124483
953	B.1.249	0	2020-04-28	0	-0.00612656835564633
954	B.1.250	0	2020-03-30	0	0.000684460738124483
955	B.1.251	0	2020-06-15	0	0.000684460738124483
956	B.1.252	0	2020-04-09	0	0.000684460738124483
957	B.1.254	0	2020-04-14	0	0.000684460738124483
958	B.1.256	0	2020-04-24	0	0.000740902354877726
963	B.1.258.14	-0.7015	2021-02-18	-9e-04	-0.0118535691532864
964	B.1.258.15	-0.7015	2020-11-30	-9e-04	-0.0118413357985471
965	B.1.258.16	-0.7015	2020-12-21	-9e-04	-0.0118535691532864
969	B.1.258.2	-0.7015	2020-07-22	-9e-04	-0.0125293494452734
975	B.1.258.3	-0.7015	2021-01-18	-9e-04	-0.0121204956975794
981	B.1.263	0	2020-05-04	0	0.000729687710795713
982	B.1.264	0	2020-04-05	0	0.000684460738124483
983	B.1.264.1	0	2020-09-21	0	0.000684460738124483
984	B.1.265	0	2020-12-27	0	0.000550313754866613
985	B.1.267	0	2020-03-27	0	0.000684460738124483
986	B.1.268	0	2020-04-01	0	0.000684460738124483
988	B.1.273	0	2020-04-05	0	0.000684460738124483
989	B.1.274	0	2020-05-19	0	0.000684460738124483
990	B.1.276	0	2020-06-05	0	0.000684460738124483
991	B.1.277	0	2020-03-20	0	0.000684460738124483
992	B.1.279	0	2020-05-03	0	0.000608468991648077
993	B.1.280	0	2020-11-23	0	-0.000340992303497284
994	B.1.281	0	2020-04-08	0	0.000684460738124483
995	B.1.282	0	2020-08-14	0	0.000716745565305701
996	B.1.284	0	2020-10-08	0	0.000684460738124483
997	B.1.285	0	2020-07-02	0	0.000684460738124483
998	B.1.287	0	2020-06-18	0	0.000669476749936478
999	B.1.289	0	2020-06-02	0	0.000725452276070093
1001	B.1.292	0	2020-04-01	0	0.000684460738124483
1002	B.1.293	0	2020-08-21	0	0.000684460738124483
1003	B.1.294	0	2020-06-24	0	0.000684460738124483
1004	B.1.298	0	2020-11-02	0	0.000684460738124483
1005	B.1.3	0	2020-06-14	0	-0.0020456364669936
1006	B.1.301	0	2020-05-01	0	0.000684460738124483
1007	B.1.302	0	2020-03-17	0	0.000684460738124483
1008	B.1.304	0	2020-08-18	0	0.000684460738124483
1009	B.1.305	0	2020-06-24	0	0.000365128302848825
1010	B.1.306	0	2020-10-20	0	0.000684460738124483
1011	B.1.308	0	2020-05-21	0	0.000633697375746607
1012	B.1.309	0	2020-10-01	0	7.81240152372403e-05
1013	B.1.310	0	2020-04-07	0	0.000684460738124483
1014	B.1.311	0	2021-02-24	0	0.000684460738124483
1015	B.1.313	0	2020-06-10	0	0.000760511931249425
1016	B.1.314	0	2020-04-03	0	0.000684460738124483
1017	B.1.315	0	2020-04-22	0	0.000740902354877726
1018	B.1.316	0	2020-06-04	0	0.000684460738124483
1019	B.1.318	0	2020-06-22	0	0.000684460738124483
1020	B.1.319	0	2020-05-26	0	0.0011868592836782
1021	B.1.320	0	2020-04-28	0	0.000684460738124483
1022	B.1.321	0	2020-04-11	0	0.000717253096511562
1023	B.1.323	0	2020-04-07	0	0.000684460738124483
1024	B.1.324	0	2020-12-28	0	0.000684460738124483
1025	B.1.325	0	2020-06-16	0	0.000684460738124483
1026	B.1.326	0	2020-07-13	0	-0.00201845871268269
1027	B.1.328	0	2020-05-25	0	0.000684460738124483
1028	B.1.329	0	2020-06-19	0	0.000684460738124483
1029	B.1.330	0	2020-06-03	0	0.000684460738124483
1030	B.1.332	0	2020-04-03	0	0.000684460738124483
1031	B.1.333	0	2020-03-30	0	0.000684460738124483
1032	B.1.334	0	2020-09-10	0	0.000684460738124483
1033	B.1.335	0	2020-06-13	0	0.000923748280761747
1034	B.1.336	0	2020-06-04	0	0.000661259802329086
1035	B.1.337	0	2021-01-11	0	0.000684460738124483
1036	B.1.338	-0.7432	2020-05-05	-0.001	-0.0197168055821308
1037	B.1.340	0	2020-12-29	0	0.000583762254899601
1038	B.1.341	0	2020-05-14	0	0.000684460738124483
1039	B.1.342	0	2020-08-07	0	0.000684460738124483
1040	B.1.343	0	2020-03-09	0	0.000684460738124483
1041	B.1.344	0	2020-05-22	0	0.000684460738124483
1042	B.1.346	0	2021-01-13	0	0.000684460738124483
1043	B.1.348	0	2020-11-17	0	0.000684460738124483
1044	B.1.349	0	2020-11-19	0	0.000696163362972955
1045	B.1.35	0	2020-03-31	0	0.000684460738124483
1046	B.1.350	0	2020-05-16	0	-0.000251903073986023
1047	B.1.350.1	0	2020-05-30	0	-0.00107512630342681
1049	B.1.351.1	-1.1307	2020-09-09	-0.0041	0.00191209760437061
1053	B.1.354	0	2020-04-20	0	0.000684460738124483
1054	B.1.355	0	2020-06-26	0	0.000684460738124483
1055	B.1.356	0	2020-03-22	0	0.000684460738124483
1056	B.1.357	0	2020-06-23	0	0.000684460738124483
1057	B.1.358	0	2020-04-02	0	0.000684460738124483
1058	B.1.359	0	2020-09-11	0	0.000684460738124483
1059	B.1.36	0	2020-06-20	0	7.81240152372403e-05
1060	B.1.36.1	-0.6405	2021-02-09	-0.0084	-0.0045908863067791
1061	B.1.36.10	0	2020-06-11	0	0.000684460738124483
1062	B.1.36.12	0	2020-08-20	0	-5.83867580229048e-05
1063	B.1.36.16	0	2020-12-25	0	0.000684460738124483
1064	B.1.36.17	0	2020-09-19	0	0.000684460738124483
1065	B.1.36.18	0	2021-02-17	0	0.000698543320905752
1066	B.1.36.19	0	2020-09-24	0	0.000684460738124483
1067	B.1.36.2	0	2020-12-15	0	0.000696440051454767
1068	B.1.36.20	0	2020-10-06	0	0.000684460738124483
1069	B.1.36.21	0	2021-02-01	0	0.000591284784478709
1070	B.1.36.22	0	2020-09-22	0	0.000383467257637113
1071	B.1.36.23	0	2020-08-27	0	0.000605341304920549
1072	B.1.36.24	0	2021-01-20	0	0.000176708512523522
1073	B.1.36.25	0	2020-11-30	0	0.000727023548670452
1075	B.1.36.27	0	2020-10-08	0	0.000684460738124483
1076	B.1.36.28	0	2020-10-21	0	0.000684460738124483
1077	B.1.36.29	0	2021-08-02	0	0.000684460738124483
1078	B.1.36.31	0	2021-02-09	0	0.000686202264421199
1080	B.1.36.34	0	2020-10-26	0	0.000684460738124483
1081	B.1.36.35	-0.6783	2021-01-15	-0.0093	-0.0494655490353043
1082	B.1.36.36	0	2020-10-13	0	0.000684460738124483
1083	B.1.36.37	0	2020-10-28	0	0.000684460738124483
1084	B.1.36.38	0	2021-02-09	0	0.000684460738124483
1086	B.1.36.7	0	2021-02-12	0	0.000684460738124483
1087	B.1.36.8	0	2021-03-21	0	-0.000766965053297387
1089	B.1.360	0	2020-03-31	0	0.000684460738124483
1090	B.1.361	0	2020-12-02	0	0.000684460738124483
1091	B.1.362	-0.6783	2021-02-25	-0.0093	-0.0494066435063325
1092	B.1.362.1	0	2020-11-12	0	0.000605341304920549
1093	B.1.362.2	0	2020-11-18	0	0.000684460738124483
1094	B.1.363	0	2020-11-15	0	0.000684460738124483
1095	B.1.366	0	2020-06-12	0	0.000684460738124483
1097	B.1.369	0	2020-09-24	0	0.000670421194828292
1098	B.1.369.1	0	2021-01-05	0	0.000684460738124483
1099	B.1.37	0	2020-03-15	0	0.000684460738124483
1100	B.1.370	0	2020-03-27	0	0.000550313754866613
1101	B.1.371	0	2020-04-03	0	0.000684460738124483
1102	B.1.372	0	2020-06-15	0	0.00103649057033397
1104	B.1.377	0	2020-07-16	0	0.000684460738124483
1105	B.1.378	0	2021-01-03	0	0.000369955199379388
1106	B.1.379	0	2020-04-05	0	0.000771995838754997
1107	B.1.38	0	2020-03-23	0	0.000684460738124483
1108	B.1.380	0	2020-08-17	0	0.000989396986737758
1109	B.1.381	0	2021-01-04	0	0.000684460738124483
1110	B.1.382	0	2020-08-13	0	7.81240152372403e-05
1111	B.1.383	0	2020-05-19	0	0.000684460738124483
1112	B.1.384	0	2020-05-11	0	0.000684460738124483
1113	B.1.385	0	2020-06-29	0	0.000684460738124483
1114	B.1.387	0	2020-04-15	0	0.000684460738124483
1116	B.1.389	0	2020-11-02	0	0.000724253712347006
1117	B.1.39	0	2020-06-08	0	0.000684460738124483
1118	B.1.390	0	2020-04-03	0	0.000684460738124483
1120	B.1.393	0	2020-08-27	0	0.000684460738124483
1121	B.1.395	0	2021-08-07	0	0.000684460738124483
1122	B.1.396	0	2020-11-10	0	0.000684460738124483
1123	B.1.397	0	2020-10-15	0	0.000972789934029394
1124	B.1.398	0	2020-12-07	0	0.000717253096511562
1125	B.1.399	0	2021-02-03	0	0.000684460738124483
1126	B.1.40	0	2020-04-17	0	0.000684460738124483
1127	B.1.400	0	2020-08-13	0	0.000684460738124483
1128	B.1.400.1	-0.797	2021-01-15	-0.001	-0.000104319425908566
1129	B.1.401	0	2020-07-06	0	0.000719321706762134
1130	B.1.402	0	2020-11-23	0	0.000717253096511562
1131	B.1.403	0	2021-01-13	0	0.000684460738124483
1132	B.1.404	0.0672	2021-01-12	0.001	-0.0338349632470514
1133	B.1.405	0	2020-10-05	0	0.000596818497676366
1135	B.1.407	0	2020-07-27	0	0.000684460738124483
1136	B.1.408	0	2020-11-27	0	0.000660050197250146
1137	B.1.409	0	2021-01-26	0	0.000684460738124483
1138	B.1.411	0	2021-02-05	0	0.00105338457963498
1139	B.1.413	0	2020-08-25	0	0.000684460738124483
1140	B.1.415	0	2020-03-25	0	0.000684460738124483
1142	B.1.416	0	2020-07-27	0	0.000684460738124483
1144	B.1.417	0	2020-07-13	0	0.000684460738124483
1145	B.1.418	0	2020-05-20	0	0.000684460738124483
1146	B.1.420	0	2020-06-22	0	0.000583762254899601
1147	B.1.421	0	2020-08-19	0	0.000684460738124483
1149	B.1.423	0	2020-11-18	0	0.000684460738124483
1150	B.1.424	0	2020-08-27	0	0.000684460738124483
1151	B.1.425	0	2020-05-26	0	0.000684460738124483
1152	B.1.426	0	2020-05-18	0	0.000760511931249425
1153	B.1.427	-0.6783	2021-02-06	-0.0093	-0.0526327818605947
1154	B.1.428	0	2020-08-13	0	0.000717253096511562
1155	B.1.428.1	0	2020-06-01	0	0.000605341304920549
1156	B.1.428.2	0	2020-11-03	0	0.000638133663307628
1157	B.1.428.3	-0.7015	2020-06-23	-7e-04	-0.000528089253197487
1158	B.1.429	-0.6783	2021-03-07	-0.0093	-0.0525820184982168
1159	B.1.429.1	-0.6783	2021-02-02	-0.0093	-0.053188355221104
1160	B.1.431	0	2020-04-06	0	0.000684460738124483
1161	B.1.432	0	2020-06-28	0	0.000684460738124483
1162	B.1.433	0	2020-11-18	0	0.000684460738124483
1163	B.1.434	0	2020-03-23	0	0.000684460738124483
1164	B.1.435	0	2020-05-14	0	0.000684460738124483
1165	B.1.436	0	2020-11-21	0	0.000684460738124483
1166	B.1.437	0	2020-07-21	0	0.000684460738124483
1167	B.1.438	0	2021-05-07	0	0.00011091637362432
1168	B.1.438.1	0.0672	2021-04-29	0.001	-0.0134218134581605
1169	B.1.438.2	0	2021-01-20	0	7.81240152372403e-05
1170	B.1.438.3	0	2020-12-09	0	7.81240152372403e-05
1171	B.1.438.4	0.0672	2020-12-01	0.001	-0.0128154767352733
1173	B.1.44	0	2020-04-25	0	0.00103649057033397
1174	B.1.441	0	2020-05-21	0	0.000684460738124483
1175	B.1.442	0	2020-05-02	0	0.000835861682541962
1176	B.1.443	0	2020-09-08	0	0.000684460738124483
1177	B.1.444	0	2020-08-03	0	0.000684460738124483
1178	B.1.445	0	2020-07-21	0	7.81240152372403e-05
1179	B.1.446	0	2020-06-11	0	0.000684460738124483
1180	B.1.448	0	2020-12-21	0	0.000684460738124483
1181	B.1.450	0	2020-04-15	0	0.000684460738124483
1182	B.1.451	0	2020-06-07	0	0.000684460738124483
1183	B.1.452	0	2020-06-24	0	0.000684460738124483
1184	B.1.453	0	2020-05-13	0	0.000684460738124483
1185	B.1.456	0	2020-12-17	0	0.000684460738124483
1186	B.1.458	0	2020-05-25	0	0.000727002819375155
1187	B.1.459	0	2021-01-13	0	-0.000156318267030915
1188	B.1.460	0	2020-10-27	0	0.000684460738124483
1189	B.1.462	0.0521	2021-01-12	7e-04	-0.00367102473756236
1190	B.1.463	0	2020-10-08	0	0.00114133861424381
1191	B.1.465	0	2020-04-17	0	0.00065550313571473
1192	B.1.466	0	2021-02-08	0	0.000120435154106412
1193	B.1.466.1	-0.7015	2020-12-22	-9e-04	-0.0118535691532864
1194	B.1.466.2	-0.7015	2021-06-15	-9e-04	-0.0166037493614222
1195	B.1.467	0	2020-10-13	0	0.000684460738124483
1196	B.1.468	0	2020-12-28	0	0.000684460738124483
1197	B.1.469	0	2021-03-11	0	-0.00188749206512928
1198	B.1.470	0	2020-12-27	0	-0.000451230375227951
1199	B.1.471	0	2020-12-10	0	0.000684460738124483
1200	B.1.473	0	2020-04-02	0	0.000684460738124483
1201	B.1.474	0	2021-02-05	0	-0.000734928475974619
1202	B.1.475	0	2020-04-29	0	0.000684460738124483
1203	B.1.476	0.0672	2020-09-22	0.001	-0.0128154767352733
1204	B.1.478	0	2020-10-13	0	0.000684460738124483
1205	B.1.479	0	2020-04-04	0	0.000684460738124483
1206	B.1.480	-0.7015	2021-02-08	-9e-04	-0.0117951607021506
1207	B.1.482	0	2020-03-27	0	0.000684460738124483
1208	B.1.483	0	2020-03-24	0	0.000684460738124483
1209	B.1.485	0	2020-04-29	0	0.000684460738124483
1211	B.1.487	0	2020-06-30	0	0.000605341304920549
1212	B.1.488	0	2020-08-06	0	0.0011156987114287
1213	B.1.489	0	2020-04-19	0	0.000959631692364431
1214	B.1.490	0	2020-04-28	0	0.00103649057033397
1215	B.1.491	0	2020-05-07	0	0.00103649057033397
1216	B.1.492	0	2020-05-21	0	0.000684460738124483
1217	B.1.493	0	2020-10-01	0	0.000684460738124483
1218	B.1.494	0	2020-04-16	0	0.000821811634185593
1219	B.1.495	0	2020-06-04	0	0.000684460738124483
1220	B.1.496	0	2020-06-24	0	0.00065550313571473
1221	B.1.497	0	2020-07-11	0	0.000684460738124483
1222	B.1.498	0	2020-06-27	0	0.000684460738124483
1223	B.1.499	0	2020-08-31	0	0.000684460738124483
1224	B.1.499.1	0	2021-01-02	0	0.000659332240165606
1225	B.1.500	0	2020-09-07	0	0.000684460738124483
1226	B.1.501	0	2020-06-22	0	0.000684460738124483
